13.6,99.8,8.3,31477.0,27246.0,593.1,94308.0
13.8,99.8,9.0,34167.0,32569.0,593.7,96320.0
15.8,99.0,8.7,33211.0,29641.0,593.2,96320.0
14.0,99.8,8.7,32633.0,27246.0,593.1,95428.0
14.1,99.8,8.7,32602.0,27290.0,594.0,95202.0
14.5666666667,99.5,8.8,33516.0,30037.0,593.3,95882.0
13.8,99.8,8.7,32753.0,27175.0,592.6,95366.0
13.6,99.8,8.3,30893.0,27241.0,593.0,93730.0
14.4333333333,99.5,8.8,33351.0,29883.0,593.3,95612.0
14.0,99.8,8.2,30616.0,27323.0,593.3,93750.0
13.7,99.8,8.7,32626.0,27268.0,592.9,95406.0
13.7,99.8,8.3,30663.0,27191.0,593.0,93808.0
14.4666666667,99.6,8.9,33400.0,29976.0,593.2,95530.0
13.7,99.8,8.7,32360.0,27257.0,591.7,95572.0
14.3666666667,99.6,8.9,33335.0,29888.0,592.8,95592.0
16.0,99.0,8.7,33258.0,29663.0,593.0,96236.0
13.9,99.8,8.9,33842.0,31811.0,592.8,96258.0
14.0,99.8,8.7,32549.0,27241.0,592.8,95406.0
13.3,99.8,8.1,30726.0,27136.0,593.0,93750.0
13.7,99.7,8.7,32906.0,27268.0,593.5,95324.0
13.7,99.8,8.8,33004.0,27180.0,592.8,95778.0
13.5,99.8,8.7,32598.0,27175.0,592.4,95428.0
13.4,99.8,8.3,30603.0,27191.0,589.8,93888.0
15.9,99.0,8.8,33287.0,29696.0,593.5,96300.0
13.6,99.8,8.6,32487.0,27169.0,593.3,95284.0
15.8,99.0,8.9,33512.0,29993.0,593.2,96278.0
13.7,99.8,8.7,32711.0,27279.0,592.8,95406.0
16.0,99.0,8.7,33176.0,29630.0,592.9,96258.0
14.0666666667,99.6,8.8,33301.0,29850.0,593.1,95634.0
13.8,99.8,9.1,34245.0,32772.0,593.6,96236.0
15.8,99.0,8.8,33532.0,29976.0,593.3,96258.0
13.6,99.8,8.9,33402.0,27246.0,591.9,95222.0
13.6,99.8,8.4,31183.0,27175.0,591.7,93928.0
13.3,99.8,8.2,30673.0,27098.0,592.3,93768.0
13.7,99.8,8.1,30214.0,27307.0,592.8,93768.0
16.0,99.0,8.7,33108.0,29564.0,593.0,96236.0
13.7,99.8,8.6,32267.0,27345.0,593.5,94996.0
16.1,99.0,8.7,33131.0,29619.0,593.2,96236.0
13.7666666667,99.5,8.8,33327.0,29850.0,593.3,95862.0
14.0,99.5,8.8,33454.0,29954.0,593.2,95986.0
13.7,99.8,9.0,34026.0,32426.0,593.2,96300.0
13.5,99.8,8.9,33801.0,32552.0,593.3,96278.0
13.7,99.8,8.3,30736.0,27219.0,593.2,93808.0
14.0666666667,99.6,8.8,33339.0,29916.0,593.0,95634.0
13.5,99.8,8.7,32694.0,27230.0,593.3,95344.0
13.7,99.8,8.3,30775.0,27301.0,592.6,93888.0
