17.4130249023,15.3815155029,599.084411621,80.6266784668
16.765625,14.5853118896,585.770751953,77.6616210938
16.9124145508,14.7985992432,587.823974609,78.3623962402
16.8791503906,14.7649536133,586.910095215,78.2150268555
17.6720581055,15.6030883789,607.302307129,81.731262207
16.9176635742,14.71534729,590.486938477,78.2996520996
17.3804931641,15.3536682129,598.009277344,80.4838867188
17.1089782715,14.9202575684,595.399536133,79.1573181152
17.4866333008,15.475402832,600.542114258,80.9709472656
17.6369934082,15.5781707764,605.982971191,81.5810241699
17.1375427246,15.0272216797,593.891052246,79.3529968262
17.556427002,15.5042572021,603.71685791,81.2462158203
17.354309082,15.2693328857,599.119140625,80.3292236328
17.5914611816,15.6064300537,602.642333984,81.4532775879
17.7079467773,15.6337280273,608.460449219,81.8861694336
16.8551330566,14.7340087891,586.406005859,78.0990600586
17.2504272461,15.1237182617,597.366394043,79.8241271973
17.3214416504,15.1793060303,599.843811035,80.1294555664
16.873046875,14.7493743896,586.984924316,78.1765136719
17.2971801758,15.2617034912,596.035217285,80.116394043
16.9353027344,14.7922973633,589.293273926,78.4358215332
16.6273803711,14.4206695557,582.756713867,77.0319519043
17.6900024414,15.6183776855,607.881469727,81.8088989258
17.1730041504,14.9904174805,596.983215332,79.4446716309
17.209197998,15.0885772705,596.207275391,79.6627197266
17.3981323242,15.3068084717,600.388366699,80.5043945312
17.2835693359,15.2346954346,596.105651855,80.0493469238
17.6989135742,15.6879425049,606.384521484,81.9051513672
17.4071350098,15.3764343262,598.891479492,80.600982666
17.0865478516,14.993927002,591.99609375,79.1470031738
17.6272277832,15.6266326904,604.068359375,81.595489502
17.6630249023,15.657333374,605.22644043,81.7503662109
17.2270812988,15.1039123535,596.786376953,79.7400817871
16.8090820312,14.6018981934,587.795288086,77.8324890137
16.8909301758,14.7646942139,587.564025879,78.2539367676
16.3447265625,14.0757598877,576.803466797,75.7338867188
16.9413146973,14.7974700928,589.48626709,78.4616394043
16.9861450195,14.7738800049,592.720275879,78.5975341797
17.732208252,15.7216491699,607.298461914,82.0527038574
17.3082580566,15.2557373047,596.850463867,80.1507873535
17.1549682617,14.975112915,596.404174805,79.3670959473
17.3501586914,15.3020019531,597.933532715,80.3441467285
16.6539306641,14.448638916,583.504882812,77.1552124023
16.8612670898,14.7496185303,586.330993652,78.1376647949
16.7057495117,14.5289154053,583.974487305,77.3971557617
16.7091369629,14.5369720459,583.923522949,77.415435791
16.4343566895,14.1524353027,579.698730469,76.1209411621
17.1280822754,15.0140228271,593.749267578,79.3087158203
17.4686279297,15.4600524902,599.963134766,80.8934631348
16.7511901855,14.5885009766,584.872558594,77.6152038574
17.5812988281,15.5821685791,602.795593262,81.3982543945
