13.8,99.8,8.7,32444.0,27356.0,593.2,95366.0
13.6,99.8,8.8,32757.0,27175.0,592.5,95488.0
13.7,99.6,8.8,33501.0,29993.0,592.8,95634.0
13.5,99.8,8.9,33899.0,31992.0,592.9,96278.0
13.3,99.8,9.0,33993.0,31229.0,593.1,96300.0
13.9333333333,99.6,8.9,33442.0,30009.0,593.5,95366.0
16.2,99.0,8.9,33483.0,29938.0,592.9,96258.0
14.0,99.8,8.3,30847.0,27153.0,593.3,93768.0
14.2,99.6,8.9,32632.0,29333.0,590.1,94996.0
13.5,99.8,8.3,30899.0,27197.0,593.5,93670.0
13.3,99.8,9.0,34357.0,32662.0,593.4,96278.0
14.3666666667,99.6,8.8,33570.0,30042.0,592.8,95798.0
13.4,99.8,8.3,30892.0,27197.0,593.2,93670.0
16.0,98.9,8.7,33101.0,29575.0,593.5,96278.0
13.8,99.8,8.7,32874.0,27312.0,596.2,95018.0
13.6,99.8,8.6,32556.0,27345.0,593.5,95304.0
13.6,99.8,8.3,31196.0,27197.0,592.6,94368.0
13.4,99.8,9.0,34279.0,32629.0,593.1,96300.0
16.1,98.9,8.7,33208.0,29669.0,593.2,96258.0
13.1,99.8,9.1,34362.0,32695.0,592.9,96320.0
13.7,99.8,8.7,32675.0,27175.0,593.5,95366.0
14.0,99.8,8.9,33989.0,32261.0,593.2,96300.0
13.6666666667,99.5,8.8,33572.0,30042.0,593.1,95820.0
13.9,99.8,8.7,32670.0,27372.0,593.5,95222.0
13.8,99.8,9.1,34256.0,32756.0,594.0,96258.0
13.9333333333,99.6,8.8,33624.0,29982.0,592.8,95572.0
13.8,99.8,8.5,31926.0,27290.0,592.6,95098.0
14.0,99.5,8.8,33622.0,30108.0,593.1,95612.0
13.6,99.8,8.4,30762.0,27400.0,589.4,94048.0
13.7,99.8,8.3,30939.0,27263.0,592.8,93768.0
13.7666666667,99.6,8.8,33373.0,29894.0,593.2,95882.0
13.7,99.8,8.3,30947.0,27263.0,593.1,93888.0
14.4,99.5,8.8,33311.0,29850.0,593.1,95758.0
14.0666666667,99.6,8.8,33390.0,29927.0,593.1,95820.0
14.4333333333,99.6,8.9,33370.0,29949.0,593.1,95448.0
13.9,99.8,8.4,31654.0,27318.0,592.1,94108.0
13.7,99.7,8.6,32448.0,27197.0,592.6,95366.0
15.9,99.0,8.8,33377.0,29883.0,593.0,96278.0
15.8,99.0,8.8,33430.0,29883.0,593.0,96236.0
13.7,99.8,8.7,32866.0,27356.0,593.9,95242.0
16.2,99.0,8.7,33140.0,29608.0,593.2,96216.0
13.3,99.8,8.4,31031.0,27378.0,591.7,93650.0
16.1,99.0,8.8,33306.0,29740.0,593.1,96258.0
13.6333333333,99.6,8.8,33511.0,29993.0,593.5,95778.0
13.6,99.8,8.7,32762.0,27219.0,592.3,95634.0
15.8,99.0,8.8,33300.0,29740.0,593.3,96300.0
15.3,99.0,8.8,33481.0,29866.0,593.1,96258.0
13.9,99.8,8.9,33966.0,31794.0,593.1,96300.0
13.3,99.8,8.3,32161.0,27372.0,592.8,93928.0
13.8,99.8,8.9,33834.0,32574.0,593.1,96320.0
14.4333333333,99.6,8.8,33444.0,29982.0,593.3,95654.0
13.3,99.8,9.0,34095.0,32552.0,593.3,96278.0
13.7333333333,99.6,8.8,33466.0,30031.0,593.4,95674.0
13.8,99.8,8.5,31526.0,27202.0,595.4,93532.0
13.8333333333,99.6,8.8,33372.0,29949.0,593.2,95612.0
15.5,99.0,8.8,33293.0,29751.0,593.2,96278.0
13.5,99.8,8.2,30591.0,27235.0,593.3,93690.0
13.4,99.8,8.5,31750.0,27230.0,593.1,93868.0
15.7,99.0,8.8,33390.0,29822.0,593.1,96258.0
13.8,99.8,8.1,30212.0,27274.0,595.9,93274.0
13.5,99.8,9.0,33992.0,32580.0,593.5,96300.0
15.9,99.0,8.7,33120.0,29581.0,593.3,96236.0
13.7,99.8,8.3,30790.0,27169.0,593.1,93750.0
13.7,99.8,9.0,34104.0,32591.0,593.1,96258.0
13.3,99.8,8.5,31688.0,27230.0,592.5,93888.0
14.1,99.8,8.9,33792.0,32580.0,593.3,96258.0
13.6666666667,99.5,8.8,33485.0,29971.0,593.3,95840.0
13.7,99.8,8.6,32440.0,27180.0,593.5,95324.0
14.1,99.8,8.7,32602.0,27290.0,594.0,95202.0
13.1,99.8,9.0,33982.0,31075.0,593.0,96236.0
13.4,99.8,8.5,31532.0,27323.0,588.4,94410.0
14.3333333333,99.6,8.8,33495.0,30004.0,592.8,95716.0
13.6,99.8,8.7,32628.0,27230.0,592.6,95242.0
13.8,99.8,7.2,35092.0,21868.0,602.8,87346.0
13.7,99.8,8.7,32670.0,27208.0,593.5,95304.0
13.6,99.8,8.3,30602.0,27383.0,591.8,93590.0
15.5,99.0,8.8,33289.0,29751.0,593.3,96216.0
15.7,99.0,8.8,33459.0,29872.0,592.8,96300.0
13.6,99.8,8.7,32436.0,27136.0,592.4,95366.0
13.9,99.6,8.9,33545.0,30048.0,593.2,95612.0
13.8,99.8,8.3,30775.0,27345.0,593.5,93570.0
13.5,99.8,8.3,30856.0,27208.0,592.2,93848.0
16.0,99.0,8.7,33151.0,29658.0,593.5,96236.0
14.0,99.8,8.9,33855.0,32602.0,593.3,96216.0
13.4,99.8,8.3,30913.0,27279.0,592.7,93828.0
13.9,99.8,8.3,30766.0,27175.0,593.4,93730.0
13.9,99.8,8.3,30989.0,27213.0,593.1,93788.0
14.4333333333,99.5,8.8,33351.0,29883.0,593.3,95612.0
13.7,99.8,8.0,30114.0,27290.0,594.0,93590.0
13.6,99.8,8.6,32548.0,27339.0,594.3,94752.0
15.9,98.9,8.8,33225.0,29707.0,593.0,96278.0
13.9,99.8,8.4,31482.0,27427.0,593.1,94430.0
13.8666666667,99.6,8.8,33370.0,29883.0,593.1,95862.0
14.0,99.8,8.9,33775.0,31602.0,593.2,96300.0
13.6,99.8,9.0,34189.0,32723.0,593.2,96300.0
13.5,99.8,9.0,34031.0,32563.0,593.1,96258.0
13.8,99.8,8.2,30329.0,27252.0,592.8,93610.0
13.3,99.8,8.2,31547.0,27230.0,591.8,94048.0
13.7,99.8,9.0,33812.0,31470.0,592.9,96278.0
13.4,99.8,9.0,34050.0,32580.0,593.0,96300.0
13.0,99.8,8.7,32954.0,27191.0,592.8,95406.0
13.6666666667,99.6,8.8,33522.0,30037.0,593.0,95654.0
13.5,99.7,8.5,32112.0,27405.0,593.1,95078.0
13.7,99.8,8.9,33816.0,32069.0,593.3,96278.0
14.2,99.8,8.6,32433.0,27361.0,593.3,95242.0
13.8,99.8,8.7,32635.0,27345.0,593.1,95284.0
13.5,99.8,8.5,31554.0,27180.0,591.6,93808.0
13.7,99.7,8.7,32169.0,27372.0,590.6,95428.0
13.4,99.8,8.7,32669.0,27213.0,593.4,95222.0
14.0333333333,99.6,8.9,33543.0,30031.0,593.3,95840.0
15.8,99.0,8.9,33391.0,29861.0,592.7,96278.0
13.7,99.8,8.7,32802.0,27213.0,593.5,95366.0
13.9,99.6,8.8,33510.0,29982.0,592.9,95902.0
13.8666666667,99.6,8.8,33384.0,29883.0,593.1,95798.0
15.7,98.9,8.9,33483.0,29916.0,592.8,96236.0
13.6,99.8,9.0,34151.0,32629.0,593.1,96236.0
13.7333333333,99.6,8.8,33620.0,30070.0,593.2,95924.0
15.7,99.0,7.6,33368.0,29844.0,593.0,96236.0
13.5,99.8,8.3,31360.0,27268.0,592.6,94410.0
16.2,99.0,8.7,33239.0,29663.0,592.9,96300.0
15.8,99.0,8.8,33525.0,29927.0,593.2,96278.0
13.6,99.8,8.4,31439.0,27191.0,592.9,94008.0
13.4,99.8,8.4,31635.0,27372.0,592.8,93908.0
13.7,99.5,8.8,33478.0,30009.0,593.1,95612.0
14.0,99.8,8.5,32578.0,27350.0,593.1,95160.0
15.5,99.0,8.8,33175.0,29658.0,593.3,96278.0
13.3,99.6,8.8,33599.0,30064.0,593.1,95654.0
13.5,99.8,9.0,34156.0,32585.0,593.3,96300.0
13.1,99.8,8.7,32614.0,27186.0,592.8,95386.0
