22.6028289795,20.0651245117,597.917663574,86.6928405762
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
23.0076522827,19.2925491333,586.182189941,84.1929016113
23.0076522827,19.2925491333,586.182189941,84.1929016113
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9690933228,19.2635726929,585.454345703,84.0876464844
22.9690933228,19.2635726929,585.454345703,84.0876464844
22.9690933228,19.2635726929,585.454345703,84.0876464844
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
22.9883575439,19.2780609131,585.818237305,84.1402435303
23.0076522827,19.2925491333,586.182189941,84.1929016113
23.0076522827,19.2925491333,586.182189941,84.1929016113
23.0076522827,19.2925491333,586.182189941,84.1929016113
23.0076522827,19.2925491333,586.182189941,84.1929016113
23.0076522827,19.2925491333,586.182189941,84.1929016113
23.0076522827,19.2925491333,586.182189941,84.1929016113
23.0076522827,19.2925491333,586.182189941,84.1929016113
22.4678268433,18.8870925903,575.992797852,82.7192077637
21.9665985107,18.5106124878,566.531311035,81.3507461548
21.9665985107,18.5106124878,566.531311035,81.3507461548
21.7159500122,18.3223953247,561.800476074,80.666519165
21.7159500122,18.3223953247,561.800476074,80.666519165
21.5617294312,18.2065429688,558.889221191,80.2454833984
21.4460830688,18.1196746826,556.705810547,79.9296417236
21.4460830688,18.1196746826,556.705810547,79.9296417236
21.3496627808,18.047203064,554.886230469,79.6664733887
21.2532958984,17.9748535156,553.066711426,79.4033203125
21.2532958984,17.9748535156,553.066711426,79.4033203125
21.1761627197,17.9169464111,551.61114502,79.192817688
21.1761627197,17.9169464111,551.61114502,79.192817688
21.1182785034,17.8734436035,550.519348145,79.034866333
21.0604782104,17.8300933838,549.427734375,78.8770294189
21.0604782104,17.8300933838,549.427734375,78.8770294189
21.5136032104,18.4136962891,562.425964355,80.9378204346
21.8895950317,18.9107894897,573.445617676,82.6912078857
21.9186019897,18.9467926025,574.253051758,82.8186264038
21.8799743652,18.9178237915,573.52532959,82.7133865356
21.9378128052,18.9898986816,575.140014648,82.9681930542
21.9667816162,19.0545730591,576.47064209,83.1925735474
22.0149688721,19.1337127686,578.165039062,83.4695358276
22.1017837524,19.2417984009,580.587280273,83.8517456055
22.6127700806,19.8975524902,595.200439453,86.1674957275
22.9309158325,20.3225250244,604.605224609,87.6659698486
22.6995315552,20.0342407227,598.145751953,86.6466369629
22.5163803101,19.8250961304,593.380859375,85.9042510986
22.4295959473,19.7169876099,590.958618164,85.5220184326
22.3235244751,19.5944137573,588.172485352,85.0871582031
